Timestamp,Src_IP,Dst_IP,Protocol,Dst_Port,Flags,Length,Payload_Snippet
1774602396.7977295,45.33.22.11,10.69.131.192,TCP,443,S,40,
1774602396.802367,45.33.22.11,10.69.131.192,TCP,445,S,40,
1774602396.8084083,45.33.22.11,10.69.131.192,TCP,3306,S,40,
1774602396.814491,45.33.22.11,10.69.131.192,TCP,3389,S,40,
1774602540.3766067,45.33.22.11,10.69.131.192,TCP,21,S,40,
1774602540.3849106,45.33.22.11,10.69.131.192,TCP,22,S,40,
1774602540.3924923,45.33.22.11,10.69.131.192,TCP,23,S,40,
1774602540.3975194,45.33.22.11,10.69.131.192,TCP,25,S,40,
1774602540.4059615,45.33.22.11,10.69.131.192,TCP,53,S,40,
1774602540.4125512,45.33.22.11,10.69.131.192,TCP,80,S,40,
1774602540.4205523,45.33.22.11,10.69.131.192,TCP,110,S,40,
1774602540.4279637,45.33.22.11,10.69.131.192,TCP,135,S,40,
1774602540.4362519,45.33.22.11,10.69.131.192,TCP,139,S,40,
1774602540.4402537,45.33.22.11,10.69.131.192,TCP,143,S,40,
1774602540.4462962,45.33.22.11,10.69.131.192,TCP,443,S,40,
1774602540.4511483,45.33.22.11,10.69.131.192,TCP,445,S,40,
1774602540.4586608,45.33.22.11,10.69.131.192,TCP,3306,S,40,
1774602540.465147,45.33.22.11,10.69.131.192,TCP,3389,S,40,
1774602564.2727509,45.33.22.11,10.69.131.192,TCP,21,S,40,
1774602564.2823188,45.33.22.11,10.69.131.192,TCP,22,S,40,
1774602564.2918496,45.33.22.11,10.69.131.192,TCP,23,S,40,
1774602564.3026302,45.33.22.11,10.69.131.192,TCP,25,S,40,
1774602564.3145368,45.33.22.11,10.69.131.192,TCP,53,S,40,
1774602564.3240528,45.33.22.11,10.69.131.192,TCP,80,S,40,
1774602564.3332071,45.33.22.11,10.69.131.192,TCP,110,S,40,
1774602564.3382185,45.33.22.11,10.69.131.192,TCP,135,S,40,
1774602564.342286,45.33.22.11,10.69.131.192,TCP,139,S,40,
1774602564.3468232,45.33.22.11,10.69.131.192,TCP,143,S,40,
1774602564.3500094,45.33.22.11,10.69.131.192,TCP,443,S,40,
1774602564.3545213,45.33.22.11,10.69.131.192,TCP,445,S,40,
1774602564.3589091,45.33.22.11,10.69.131.192,TCP,3306,S,40,
1774602564.3625503,45.33.22.11,10.69.131.192,TCP,3389,S,40,
1774603964.3757389,45.33.22.11,10.69.131.192,TCP,21,S,40,
1774603964.4198697,45.33.22.11,10.69.131.192,TCP,22,S,40,
1774603964.4457471,45.33.22.11,10.69.131.192,TCP,23,S,40,
1774603964.4739108,45.33.22.11,10.69.131.192,TCP,25,S,40,
1774603964.505924,45.33.22.11,10.69.131.192,TCP,53,S,40,
1774603964.5269613,45.33.22.11,10.69.131.192,TCP,80,S,40,
1774603964.5382009,45.33.22.11,10.69.131.192,TCP,110,S,40,
1774603964.5445457,45.33.22.11,10.69.131.192,TCP,135,S,40,
1774603964.549543,45.33.22.11,10.69.131.192,TCP,139,S,40,
1774603964.5589151,45.33.22.11,10.69.131.192,TCP,143,S,40,
1774603964.568011,45.33.22.11,10.69.131.192,TCP,443,S,40,
1774603964.5750139,45.33.22.11,10.69.131.192,TCP,445,S,40,
1774603964.5882545,45.33.22.11,10.69.131.192,TCP,3306,S,40,
1774603964.5998006,45.33.22.11,10.69.131.192,TCP,3389,S,40,
1774603988.4092276,45.33.22.11,10.69.131.192,TCP,21,S,40,
1774603988.4500322,45.33.22.11,10.69.131.192,TCP,22,S,40,
1774603988.4773767,45.33.22.11,10.69.131.192,TCP,23,S,40,
1774603988.5080924,45.33.22.11,10.69.131.192,TCP,25,S,40,
1774603988.53297,45.33.22.11,10.69.131.192,TCP,53,S,40,
1774603988.5517335,45.33.22.11,10.69.131.192,TCP,80,S,40,
1774603988.5592988,45.33.22.11,10.69.131.192,TCP,110,S,40,
1774603988.5638843,45.33.22.11,10.69.131.192,TCP,135,S,40,
1774603988.5683897,45.33.22.11,10.69.131.192,TCP,139,S,40,
1774603988.5740478,45.33.22.11,10.69.131.192,TCP,143,S,40,
1774603988.5787678,45.33.22.11,10.69.131.192,TCP,443,S,40,
1774603988.5828793,45.33.22.11,10.69.131.192,TCP,445,S,40,
1774603988.5881,45.33.22.11,10.69.131.192,TCP,3306,S,40,
1774603988.5946066,45.33.22.11,10.69.131.192,TCP,3389,S,40,
1774603992.7268436,45.33.22.11,10.69.131.192,TCP,21,S,40,
1774603992.734797,45.33.22.11,10.69.131.192,TCP,22,S,40,
1774603992.7424316,45.33.22.11,10.69.131.192,TCP,23,S,40,
1774603992.7625198,45.33.22.11,10.69.131.192,TCP,25,S,40,
1774603992.7761564,45.33.22.11,10.69.131.192,TCP,53,S,40,
1774603992.785019,45.33.22.11,10.69.131.192,TCP,80,S,40,
1774603992.7995663,45.33.22.11,10.69.131.192,TCP,110,S,40,
1774603992.8170712,45.33.22.11,10.69.131.192,TCP,135,S,40,
1774603992.8334746,45.33.22.11,10.69.131.192,TCP,139,S,40,
1774603992.8442788,45.33.22.11,10.69.131.192,TCP,143,S,40,
1774603992.8547018,45.33.22.11,10.69.131.192,TCP,443,S,40,
1774603992.8638353,45.33.22.11,10.69.131.192,TCP,445,S,40,
1774603992.8704796,45.33.22.11,10.69.131.192,TCP,3306,S,40,
1774603992.8754787,45.33.22.11,10.69.131.192,TCP,3389,S,40,
1774603996.9759393,45.33.22.11,10.69.131.192,TCP,21,S,40,
1774603997.0341656,45.33.22.11,10.69.131.192,TCP,22,S,40,
1774603997.082989,45.33.22.11,10.69.131.192,TCP,23,S,40,
1774603997.1123552,45.33.22.11,10.69.131.192,TCP,25,S,40,
1774603997.135087,45.33.22.11,10.69.131.192,TCP,53,S,40,
1774603997.1530454,45.33.22.11,10.69.131.192,TCP,80,S,40,
1774603997.1667385,45.33.22.11,10.69.131.192,TCP,110,S,40,
1774603997.182026,45.33.22.11,10.69.131.192,TCP,135,S,40,
1774603997.1953723,45.33.22.11,10.69.131.192,TCP,139,S,40,
1774603997.206423,45.33.22.11,10.69.131.192,TCP,143,S,40,
1774603997.2145286,45.33.22.11,10.69.131.192,TCP,443,S,40,
1774603997.2225723,45.33.22.11,10.69.131.192,TCP,445,S,40,
1774603997.2297697,45.33.22.11,10.69.131.192,TCP,3306,S,40,
1774603997.2378886,45.33.22.11,10.69.131.192,TCP,3389,S,40,
1774604753.3521953,45.33.22.11,10.69.131.192,TCP,21,S,40,
1774604753.3574052,45.33.22.11,10.69.131.192,TCP,22,S,40,
1774604753.3639836,45.33.22.11,10.69.131.192,TCP,23,S,40,
1774604753.3705704,45.33.22.11,10.69.131.192,TCP,25,S,40,
1774604753.3758516,45.33.22.11,10.69.131.192,TCP,53,S,40,
1774604753.381951,45.33.22.11,10.69.131.192,TCP,80,S,40,
1774604753.388972,45.33.22.11,10.69.131.192,TCP,110,S,40,
1774604753.3995798,45.33.22.11,10.69.131.192,TCP,135,S,40,
1774604753.4151359,45.33.22.11,10.69.131.192,TCP,139,S,40,
1774604753.4208796,45.33.22.11,10.69.131.192,TCP,143,S,40,
1774604753.4249988,45.33.22.11,10.69.131.192,TCP,443,S,40,
1774604753.4285147,45.33.22.11,10.69.131.192,TCP,445,S,40,
1774604753.4325557,45.33.22.11,10.69.131.192,TCP,3306,S,40,
1774604753.436107,45.33.22.11,10.69.131.192,TCP,3389,S,40,
