Timestamp,Src_IP,Dst_IP,Protocol,Dst_Port,Flags,Length,Payload_Snippet
1774604929.6957803,70.165.242.205,10.69.131.192,TCP,80,A,40,
1774604929.7213008,26.60.148.22,10.69.131.192,TCP,80,A,40,
1774604929.748249,29.157.69.74,10.69.131.192,TCP,80,A,40,
1774604929.7764237,29.99.194.226,10.69.131.192,TCP,80,A,40,
1774604929.8028498,112.11.237.129,10.69.131.192,TCP,80,A,40,
1774604929.8288906,86.188.105.3,10.69.131.192,TCP,80,A,40,
1774604929.8540416,14.171.199.153,10.69.131.192,TCP,80,A,40,
1774604929.8690414,24.184.52.42,10.69.131.192,TCP,80,A,40,
1774604929.8868685,80.110.129.50,10.69.131.192,TCP,80,A,40,
1774604929.8995829,124.176.36.22,10.69.131.192,TCP,80,A,40,
1774604929.912445,130.42.174.190,10.69.131.192,TCP,80,A,40,
1774604929.9272134,153.90.46.236,10.69.131.192,TCP,80,A,40,
1774604929.938087,70.83.161.177,10.69.131.192,TCP,80,A,40,
1774604929.9479873,139.77.100.250,10.69.131.192,TCP,80,A,40,
1774604929.959835,188.116.23.38,10.69.131.192,TCP,80,A,40,
1774604929.9700353,26.140.197.210,10.69.131.192,TCP,80,A,40,
1774604929.9947038,195.159.46.57,10.69.131.192,TCP,80,A,40,
1774604930.0118568,152.65.54.221,10.69.131.192,TCP,80,A,40,
1774604930.028601,120.247.237.75,10.69.131.192,TCP,80,A,40,
1774604930.0480986,18.148.250.201,10.69.131.192,TCP,80,A,40,
1774604930.0674515,106.79.161.142,10.69.131.192,TCP,80,A,40,
1774604930.088981,163.42.43.128,10.69.131.192,TCP,80,A,40,
1774604930.112469,89.243.81.124,10.69.131.192,TCP,80,A,40,
1774604930.1412547,25.161.237.183,10.69.131.192,TCP,80,A,40,
1774604930.169645,7.25.187.219,10.69.131.192,TCP,80,A,40,
1774604930.1933916,180.69.50.49,10.69.131.192,TCP,80,A,40,
1774604930.2196417,89.206.197.164,10.69.131.192,TCP,80,A,40,
1774604930.23985,49.180.62.240,10.69.131.192,TCP,80,A,40,
1774604930.258785,49.92.81.85,10.69.131.192,TCP,80,A,40,
1774604930.278662,11.123.245.193,10.69.131.192,TCP,80,A,40,
1774604930.2979498,46.53.23.115,10.69.131.192,TCP,80,A,40,
1774604930.322039,166.149.156.134,10.69.131.192,TCP,80,A,40,
1774604930.3366156,55.168.242.82,10.69.131.192,TCP,80,A,40,
1774604930.347382,9.124.39.106,10.69.131.192,TCP,80,A,40,
1774604930.3580158,76.76.8.250,10.69.131.192,TCP,80,A,40,
1774604930.3675392,165.31.80.46,10.69.131.192,TCP,80,A,40,
1774604930.3919475,98.46.241.89,10.69.131.192,TCP,80,A,40,
1774604930.4104068,145.22.19.176,10.69.131.192,TCP,80,A,40,
1774604930.4312737,13.213.20.15,10.69.131.192,TCP,80,A,40,
1774604930.4561758,137.138.65.177,10.69.131.192,TCP,80,A,40,
1774604930.4837942,144.12.243.166,10.69.131.192,TCP,80,A,40,
1774604930.5101702,15.29.136.82,10.69.131.192,TCP,80,A,40,
1774604930.5406675,25.218.141.167,10.69.131.192,TCP,80,A,40,
1774604930.5665762,81.237.92.178,10.69.131.192,TCP,80,A,40,
1774604930.596383,124.165.39.63,10.69.131.192,TCP,80,A,40,
1774604930.6248593,61.122.253.78,10.69.131.192,TCP,80,A,40,
1774604930.6410775,34.135.136.53,10.69.131.192,TCP,80,A,40,
1774604930.653809,25.14.9.84,10.69.131.192,TCP,80,A,40,
1774604930.663383,166.112.22.156,10.69.131.192,TCP,80,A,40,
1774604930.6687644,131.236.75.99,10.69.131.192,TCP,80,A,40,
1774604930.6752164,111.165.147.45,10.69.131.192,TCP,80,A,40,
1774604930.6798358,163.132.76.93,10.69.131.192,TCP,80,A,40,
1774604930.6857646,101.229.56.35,10.69.131.192,TCP,80,A,40,
1774604930.691765,92.36.159.33,10.69.131.192,TCP,80,A,40,
1774604930.6986587,194.96.112.97,10.69.131.192,TCP,80,A,40,
1774604930.7057455,191.89.115.36,10.69.131.192,TCP,80,A,40,
1774604930.7131612,12.39.132.163,10.69.131.192,TCP,80,A,40,
1774604930.7184803,33.123.201.102,10.69.131.192,TCP,80,A,40,
1774604930.7237146,95.164.187.230,10.69.131.192,TCP,80,A,40,
1774604930.729716,102.86.241.139,10.69.131.192,TCP,80,A,40,
1774604930.7372363,200.175.148.211,10.69.131.192,TCP,80,A,40,
1774604930.74587,89.7.164.134,10.69.131.192,TCP,80,A,40,
1774604930.751811,5.111.75.174,10.69.131.192,TCP,80,A,40,
1774604930.764198,36.51.250.149,10.69.131.192,TCP,80,A,40,
1774604930.7767203,61.155.146.177,10.69.131.192,TCP,80,A,40,
1774604930.791451,173.146.172.27,10.69.131.192,TCP,80,A,40,
1774604930.803407,92.236.224.173,10.69.131.192,TCP,80,A,40,
1774604930.813526,42.113.204.69,10.69.131.192,TCP,80,A,40,
1774604930.8297567,163.95.159.166,10.69.131.192,TCP,80,A,40,
1774604930.8501935,121.94.13.58,10.69.131.192,TCP,80,A,40,
1774604930.871541,130.225.9.180,10.69.131.192,TCP,80,A,40,
1774604930.8930666,44.221.32.165,10.69.131.192,TCP,80,A,40,
1774604930.9168656,63.125.162.128,10.69.131.192,TCP,80,A,40,
1774604930.940103,44.204.215.98,10.69.131.192,TCP,80,A,40,
1774604930.960034,89.83.158.86,10.69.131.192,TCP,80,A,40,
1774604932.0386572,81.131.33.36,10.69.131.192,TCP,80,A,40,
1774604932.0448415,179.237.146.237,10.69.131.192,TCP,80,A,40,
1774604932.0495734,69.44.9.122,10.69.131.192,TCP,80,A,40,
1774604932.0546381,200.203.38.253,10.69.131.192,TCP,80,A,40,
1774604932.0591495,49.241.100.19,10.69.131.192,TCP,80,A,40,
1774604932.0633314,4.192.209.34,10.69.131.192,TCP,80,A,40,
1774604932.0658383,161.40.211.97,10.69.131.192,TCP,80,A,40,
1774604932.0699692,77.10.181.185,10.69.131.192,TCP,80,A,40,
1774604932.0745947,105.193.75.43,10.69.131.192,TCP,80,A,40,
1774604932.0784774,183.181.36.43,10.69.131.192,TCP,80,A,40,
1774604932.0826201,31.17.21.158,10.69.131.192,TCP,80,A,40,
1774604932.0866253,82.234.137.172,10.69.131.192,TCP,80,A,40,
1774604932.0901227,105.76.82.50,10.69.131.192,TCP,80,A,40,
1774604932.0941024,200.205.236.82,10.69.131.192,TCP,80,A,40,
1774604932.0977623,188.21.125.235,10.69.131.192,TCP,80,A,40,
1774604932.101289,194.63.182.100,10.69.131.192,TCP,80,A,40,
1774604932.104735,4.152.72.172,10.69.131.192,TCP,80,A,40,
1774604932.108454,158.120.108.196,10.69.131.192,TCP,80,A,40,
1774604932.1122878,64.51.42.40,10.69.131.192,TCP,80,A,40,
1774604932.1160233,25.37.11.96,10.69.131.192,TCP,80,A,40,
1774604932.1201136,121.176.58.109,10.69.131.192,TCP,80,A,40,
1774604932.1235101,125.136.60.64,10.69.131.192,TCP,80,A,40,
1774604932.1275105,27.4.21.63,10.69.131.192,TCP,80,A,40,
1774604932.1310582,159.209.84.158,10.69.131.192,TCP,80,A,40,
1774604932.1350133,73.99.93.238,10.69.131.192,TCP,80,A,40,
1774604932.1392405,179.171.117.179,10.69.131.192,TCP,80,A,40,
1774604932.1432257,175.32.132.80,10.69.131.192,TCP,80,A,40,
1774604932.147072,157.135.63.107,10.69.131.192,TCP,80,A,40,
1774604932.1505883,179.166.143.251,10.69.131.192,TCP,80,A,40,
1774604932.15518,173.234.196.46,10.69.131.192,TCP,80,A,40,
1774604932.1600318,42.45.243.134,10.69.131.192,TCP,80,A,40,
1774604932.16329,173.130.52.9,10.69.131.192,TCP,80,A,40,
1774604932.1716163,35.209.45.5,10.69.131.192,TCP,80,A,40,
1774604932.1767836,148.155.188.188,10.69.131.192,TCP,80,A,40,
1774604932.1837041,181.2.177.52,10.69.131.192,TCP,80,A,40,
1774604932.1894932,65.93.235.13,10.69.131.192,TCP,80,A,40,
1774604932.1965752,67.76.249.156,10.69.131.192,TCP,80,A,40,
1774604932.2053435,81.45.130.123,10.69.131.192,TCP,80,A,40,
1774604932.213962,119.250.227.235,10.69.131.192,TCP,80,A,40,
1774604932.221589,20.110.227.36,10.69.131.192,TCP,80,A,40,
1774604932.2400174,197.62.171.196,10.69.131.192,TCP,80,A,40,
1774604932.2796183,25.233.99.124,10.69.131.192,TCP,80,A,40,
1774604932.300142,164.79.21.198,10.69.131.192,TCP,80,A,40,
1774604932.3191414,42.241.120.91,10.69.131.192,TCP,80,A,40,
1774604932.3399858,20.106.123.217,10.69.131.192,TCP,80,A,40,
1774604932.352087,23.90.151.155,10.69.131.192,TCP,80,A,40,
1774604932.3611596,165.205.205.6,10.69.131.192,TCP,80,A,40,
1774604932.3689127,49.33.151.12,10.69.131.192,TCP,80,A,40,
1774604932.3759797,57.152.137.98,10.69.131.192,TCP,80,A,40,
1774604932.3850193,8.25.84.228,10.69.131.192,TCP,80,A,40,
1774604932.394079,79.162.185.183,10.69.131.192,TCP,80,A,40,
1774604932.408182,60.125.200.90,10.69.131.192,TCP,80,A,40,
1774604932.4208863,147.209.251.135,10.69.131.192,TCP,80,A,40,
1774604932.4461808,100.181.226.104,10.69.131.192,TCP,80,A,40,
1774604932.476788,148.46.2.54,10.69.131.192,TCP,80,A,40,
1774604932.4978848,41.230.17.66,10.69.131.192,TCP,80,A,40,
1774604932.5110288,1.21.11.59,10.69.131.192,TCP,80,A,40,
1774604932.535107,105.170.201.33,10.69.131.192,TCP,80,A,40,
1774604932.5480998,83.223.149.11,10.69.131.192,TCP,80,A,40,
1774604932.5763981,61.158.4.54,10.69.131.192,TCP,80,A,40,
1774604932.5970423,111.152.81.29,10.69.131.192,TCP,80,A,40,
1774604932.602969,164.192.197.156,10.69.131.192,TCP,80,A,40,
1774604932.6196766,182.99.212.19,10.69.131.192,TCP,80,A,40,
1774604932.6349697,36.81.67.28,10.69.131.192,TCP,80,A,40,
1774604932.6441314,9.233.195.87,10.69.131.192,TCP,80,A,40,
1774604932.659675,153.151.188.56,10.69.131.192,TCP,80,A,40,
1774604932.6735919,188.95.223.228,10.69.131.192,TCP,80,A,40,
1774604932.687657,116.213.147.92,10.69.131.192,TCP,80,A,40,
1774604932.710261,192.81.132.146,10.69.131.192,TCP,80,A,40,
1774604932.7373073,81.71.18.104,10.69.131.192,TCP,80,A,40,
1774604932.7597048,29.231.36.210,10.69.131.192,TCP,80,A,40,
1774604932.7826474,14.215.202.7,10.69.131.192,TCP,80,A,40,
1774604932.80432,69.64.24.25,10.69.131.192,TCP,80,A,40,
1774604932.8318453,68.126.20.94,10.69.131.192,TCP,80,A,40,
1774604932.860141,44.20.249.80,10.69.131.192,TCP,80,A,40,
1774604932.8858728,131.95.122.96,10.69.131.192,TCP,80,A,40,
1774604932.9104552,19.101.63.231,10.69.131.192,TCP,80,A,40,
1774604932.935467,130.175.133.171,10.69.131.192,TCP,80,A,40,
1774604932.9621887,189.65.208.92,10.69.131.192,TCP,80,A,40,
1774604932.9809823,53.78.1.26,10.69.131.192,TCP,80,A,40,
1774604932.9946637,135.11.239.207,10.69.131.192,TCP,80,A,40,
1774604933.0016675,130.96.157.126,10.69.131.192,TCP,80,A,40,
1774604933.015214,196.250.176.7,10.69.131.192,TCP,80,A,40,
1774604933.0307858,11.5.26.83,10.69.131.192,TCP,80,A,40,
1774604933.0451765,129.111.254.206,10.69.131.192,TCP,80,A,40,
1774604933.0615618,115.210.217.242,10.69.131.192,TCP,80,A,40,
1774604933.0775697,158.230.45.247,10.69.131.192,TCP,80,A,40,
1774604933.0963767,53.143.98.152,10.69.131.192,TCP,80,A,40,
1774604933.1119034,145.196.112.169,10.69.131.192,TCP,80,A,40,
1774604933.1330543,154.35.204.74,10.69.131.192,TCP,80,A,40,
1774604933.1496139,40.163.94.234,10.69.131.192,TCP,80,A,40,
1774604933.155649,78.163.7.133,10.69.131.192,TCP,80,A,40,
1774604933.160986,36.75.252.144,10.69.131.192,TCP,80,A,40,
1774604933.1697085,198.246.191.194,10.69.131.192,TCP,80,A,40,
1774604933.176252,13.237.45.161,10.69.131.192,TCP,80,A,40,
1774604933.1858602,43.234.91.228,10.69.131.192,TCP,80,A,40,
1774604933.1947803,85.66.44.56,10.69.131.192,TCP,80,A,40,
1774604933.2023985,61.111.69.232,10.69.131.192,TCP,80,A,40,
1774604933.2108755,20.23.57.89,10.69.131.192,TCP,80,A,40,
1774604933.2197154,133.8.115.126,10.69.131.192,TCP,80,A,40,
