flow_id,src_ip,dst_ip,src_port,dst_port,protocol,duration,packet_count,byte_count,packet_rate,byte_rate,avg_packet_size,std_packet_size,inter_arrival_time,iat_std,entropy,syn_count,ack_count,fin_count,rst_count,syn_ratio,ack_ratio,fin_ratio,rst_ratio,burst_count,unique_src_ports,unique_dst_ports,tcp_ratio,udp_ratio,icmp_ratio,label
118.253.98.65:17555-172.22.89.146:123/UDP,118.253.98.65,172.22.89.146,17555,123,UDP,5.1911,4959,6405444,955.2857,1233924.04,1291.68,45.93,0.001047,4.4e-05,0.0889,0,0,0,0,0.0,0.0,0.0,0.0,7,1,1,0.0,1.0,0.0,DDoS
10.205.122.107:9240-178.70.183.155:3000/TCP,10.205.122.107,178.70.183.155,9240,3000,TCP,0.2153,8,2461,37.1568,11431.31,307.65,117.28,0.030758,0.007425,0.953,0,4,0,0,0.05,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,BENIGN
10.7.86.134:52878-83.109.251.68:1935/TCP,10.7.86.134,83.109.251.68,52878,1935,TCP,54.0557,297,334528,7.064295967368223,6705.437226172031,1126.36,86.53,0.18755301151426354,0.077227,0.4887832514353977,44,163,1,0,0.15037820022739776,0.55,0.005,0.0,0,1,1,1.0,0.0,0.0,AI_ATTACK
172.21.31.214:3490-29.202.98.215:554/TCP,172.21.31.214,29.202.98.215,3490,554,TCP,63.7446,819,1027623,12.8481,16120.95,1254.73,91.73,0.077927,0.034296,0.1828,4,450,4,0,0.005,0.55,0.005,0.0,0,1,1,1.0,0.0,0.0,BENIGN
42.26.245.88:6739-10.59.210.154:1900/UDP,42.26.245.88,10.59.210.154,6739,1900,UDP,4.6581,2804,1563338,601.956,335613.8,557.54,79.56,0.001662,2.1e-05,0.3567,0,0,0,0,0.0,0.0,0.0,0.0,5,5,1,0.0,1.0,0.0,DDoS
214.95.248.172:33761-10.48.78.10:5289/TCP,214.95.248.172,10.48.78.10,33761,5289,TCP,0.0118,2,192,170.0318,16323.66,96.0,5.35,0.011763,0.0,0.1394,1,0,0,0,0.5,0.0,0.0,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
172.28.7.23:64399-94.167.51.1:8554/TCP,172.28.7.23,94.167.51.1,64399,8554,TCP,30.0724,423,513145,18.844943933557538,22511.004870848246,1213.11,75.51,0.05816837560709071,0.024366,0.4950587906406391,41,232,2,0,0.0980966464408047,0.55,0.005,0.0,0,1,1,1.0,0.0,0.0,AI_ATTACK
58.237.54.184:33430-192.168.171.211:0/ARP,58.237.54.184,192.168.171.211,33430,0,ARP,11.259,70,2612,6.2172,232.02,37.32,3.2,0.163175,0.125896,0.2142,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,MITM
48.216.171.241:39687-192.168.167.165:3389/TCP,48.216.171.241,192.168.167.165,39687,3389,TCP,3783.9827,4200,1497022,1.1099,395.62,356.43,65.07,0.901163,0.253703,0.4564,21,2243,23,0,0.005,0.5341,0.0057,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
82.43.128.28:30934-192.168.214.18:8080/TCP,82.43.128.28,192.168.214.18,30934,8080,TCP,11.5926,653,312650,56.3291,26969.87,478.79,128.17,0.01778,0.002144,0.6692,97,261,13,6,0.15,0.4,0.02,0.01,3,2,1,1.0,0.0,0.0,DDoS
81.113.203.169:46440-192.168.70.13:53/UDP,81.113.203.169,192.168.70.13,46440,53,UDP,3.3851,2689,3659565,794.3698,1081089.11,1360.94,8.45,0.001259,5.9e-05,0.0155,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,1.0,0.0,DDoS
45.3.19.177:58937-172.20.65.206:123/UDP,45.3.19.177,172.20.65.206,58937,123,UDP,0.5,3555,1726926,7110.0,3453852.42,485.77,57.53,0.000141,2.4e-05,0.2961,0,0,0,0,0.0,0.0,0.0,0.0,3,5,1,0.0,1.0,0.0,DDoS
212.32.14.22:30988-172.27.243.107:0/ICMP,212.32.14.22,172.27.243.107,30988,0,ICMP,4.8823,173,10816,35.4342,2215.53,62.53,5.56,0.028385,0.008046,0.2222,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,1.0,UNKNOWN_ATTACK
121.159.116.59:35459-192.168.117.61:3389/TCP,121.159.116.59,192.168.117.61,35459,3389,TCP,2484.7303,3102,975624,1.2484,392.65,314.51,362.69,0.801267,0.16339,1.0,9,1995,10,0,0.0029,0.6433,0.0035,0.0,0,1,1,1.0,0.0,0.0,BENIGN
11.23.165.238:6339-192.168.245.80:4444/TCP,11.23.165.238,192.168.245.80,6339,4444,TCP,18.7821,166,75733,8.8382,4032.23,456.23,8.97,0.113831,0.00339,0.0492,8,66,3,1,0.05,0.4,0.02,0.01,2,1,1,1.0,0.0,0.0,UNKNOWN_ATTACK
192.168.52.25:51547-17.242.27.7:8443/TCP,192.168.52.25,17.242.27.7,51547,8443,TCP,0.1259,3,843,23.8338,6704.9,281.32,80.55,0.062936,0.010335,0.7158,0,1,0,0,0.05,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,BENIGN
10.59.236.24:39765-47.44.95.82:443/TCP,10.59.236.24,47.44.95.82,39765,443,TCP,14.1389,275,391009,19.4498,27654.82,1421.85,39.09,0.051602,0.014753,0.0687,2,165,2,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
192.168.26.213:11198-68.1.169.155:443/TCP,192.168.26.213,68.1.169.155,11198,443,TCP,2.0789,25,7886,12.0257,3793.48,315.45,163.76,0.08662,0.016885,1.0,0,11,0,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
192.168.178.228:19128-85.200.213.242:53/UDP,192.168.178.228,85.200.213.242,19128,53,UDP,0.0368,2,121,54.3932,3296.78,60.61,31.82,0.036769,0.009866,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
20.20.39.11:45655-172.19.15.245:443/TCP,20.20.39.11,172.19.15.245,45655,443,TCP,8.0221,1938,107780,241.5829,13435.44,55.61,9.99,0.004142,0.000208,0.4492,1470,96,0,0,0.7587,0.05,0.0,0.0,5,1,1,1.0,0.0,0.0,DDoS
102.180.48.251:43000-10.217.124.176:22/TCP,102.180.48.251,10.217.124.176,43000,22,TCP,9.0595,2643,133822,291.7376,14771.47,50.63,0.0,0.003429,0.0007,0.0,2508,132,0,0,0.9492,0.05,0.0,0.0,3,3,1,1.0,0.0,0.0,DDoS
198.176.17.65:58068-192.168.154.222:8080/TCP,198.176.17.65,192.168.154.222,58068,8080,TCP,18.0824,1437,568273,79.4697,31426.92,395.46,22.55,0.012592,0.000322,0.1425,215,574,28,14,0.15,0.4,0.02,0.01,3,2,1,1.0,0.0,0.0,DDoS
193.94.110.106:15916-172.21.246.235:443/TCP,193.94.110.106,172.21.246.235,15916,443,TCP,10.5195,470,199944,44.6789,19007.03,425.41,87.54,0.02243,0.00382,0.5144,70,188,9,4,0.15,0.4,0.02,0.01,1,2,1,1.0,0.0,0.0,DDoS
57.92.95.161:53227-192.168.140.154:443/TCP,57.92.95.161,192.168.140.154,53227,443,TCP,20.8364,129,32112,6.1911,1541.18,248.94,335.69,0.162784,0.080595,1.0,40,12,6,17,0.3171,0.0955,0.0539,0.1375,7,4,1,1.0,0.0,0.0,HYBRID_ATTACK
192.168.146.107:55174-161.224.181.214:443/TCP,192.168.146.107,161.224.181.214,55174,443,TCP,0.403,13,6574,35.274680765685964,18240.793730014844,505.71,132.43,0.03181726188696169,0.006965,0.28334289683765257,1,6,0,0,0.08926218546142306,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,AI_ATTACK
10.20.123.120:55222-167.52.28.121:554/TCP,10.20.123.120,167.52.28.121,55222,554,TCP,60.8109,740,889313,12.1689,14624.24,1201.77,91.75,0.082288,0.016475,0.1909,3,407,3,0,0.005,0.55,0.005,0.0,0,1,1,1.0,0.0,0.0,BENIGN
192.168.214.2:35771-143.120.98.31:443/TCP,192.168.214.2,143.120.98.31,35771,443,TCP,1.2187,5,1644,4.1026,1349.15,328.85,167.28,0.304685,0.082939,1.0,0,2,0,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
207.134.232.198:50984-172.19.190.178:443/UDP,207.134.232.198,172.19.190.178,50984,443,UDP,69.7146,36,6024,0.5164,86.42,167.36,5.0,1.991845,0.929131,0.0747,2,0,0,0,0.0611,0.0,0.0086,0.0,0,1,1,0.0,1.0,0.0,STEALTH_ATTACK
10.104.94.69:28831-180.82.231.232:53/UDP,10.104.94.69,180.82.231.232,28831,53,UDP,0.0891,1,93,12.722327535682473,1571.8865558972925,93.86,8.05,0.07843105413711385,0.036318,0.6691197192544361,0,0,0,0,0.11098511799557256,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,AI_ATTACK
192.168.83.233:8995-134.146.21.254:21/TCP,192.168.83.233,134.146.21.254,8995,21,TCP,8.4443,85,100766,13.245107034467267,14092.700615881602,1185.49,62.47,0.0793261360839911,0.040899,0.35157758521271687,14,51,0,0,0.16926821027024086,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,AI_ATTACK
172.18.201.51:18289-91.37.72.207:53/UDP,172.18.201.51,91.37.72.207,18289,53,UDP,0.0107,2,240,253.98757446366247,28652.368649068638,120.29,29.41,0.0117876,0.002414,0.7005630022088014,0,0,0,0,0.11423234907316418,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,AI_ATTACK
192.168.137.7:17950-57.109.230.68:443/TCP,192.168.137.7,57.109.230.68,17950,443,TCP,0.6189,3,1073,4.8472,1735.05,357.95,61.03,0.309458,0.097063,0.4262,0,1,0,0,0.05,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,BENIGN
172.25.102.126:51619-167.40.156.214:80/TCP,172.25.102.126,167.40.156.214,51619,80,TCP,2.2221,50,8520,22.5011,3834.21,170.4,202.49,0.045349,0.009514,1.0,1,22,1,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
192.168.52.231:60229-177.43.53.213:443/TCP,192.168.52.231,177.43.53.213,60229,443,TCP,13.0419,314,448880,33.393507532960264,34418.44,1429.55,69.75,0.040327577209820005,0.013343,0.38005260673850544,49,188,3,0,0.15751106721046632,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,AI_ATTACK
140.162.20.177:7949-192.168.54.211:443/TCP,140.162.20.177,192.168.54.211,7949,443,TCP,3464.4874,996,348939,0.2875,100.72,350.34,416.2,3.481897,1.31505,1.0,4,568,1,0,0.0048,0.5706,0.0016,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
172.23.193.104:30134-210.120.40.118:443/UDP,172.23.193.104,210.120.40.118,30134,443,UDP,108.6273,553,631684,5.0908,5815.15,1142.29,62.93,0.196789,0.059803,0.1377,2,304,2,0,0.005,0.55,0.005,0.0,0,1,1,0.0,1.0,0.0,BENIGN
10.184.63.252:61718-221.192.249.49:80/TCP,10.184.63.252,221.192.249.49,61718,80,TCP,15.3138,102,140145,6.6607,9151.56,1373.97,63.75,0.151622,0.038401,0.116,1,61,1,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
33.197.232.212:33965-10.233.86.240:53/UDP,33.197.232.212,10.233.86.240,33965,53,UDP,1.7201,5769,3722213,3353.8718,2163949.99,645.21,25.41,0.000298,6.8e-05,0.0985,0,0,0,0,0.0,0.0,0.0,0.0,4,3,1,0.0,1.0,0.0,DDoS
195.225.207.96:34195-10.163.49.220:22/TCP,195.225.207.96,10.163.49.220,34195,22,TCP,37.4943,281,115364,7.4945,3076.86,410.55,359.87,0.133908,0.245599,1.0,125,120,5,45,0.4471,0.4272,0.0205,0.161,5,7,1,1.0,0.0,0.0,HYBRID_ATTACK
172.28.37.190:25532-137.154.8.34:53/UDP,172.28.37.190,137.154.8.34,25532,53,UDP,0.0484,2,161,41.3146,3328.21,80.56,21.64,0.048409,0.008381,0.6717,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
70.7.123.140:21199-192.168.180.254:1900/UDP,70.7.123.140,192.168.180.254,21199,1900,UDP,3.1007,4836,6192793,1559.6406,1997215.27,1280.56,21.97,0.000641,7.6e-05,0.0429,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,1.0,0.0,DDoS
192.168.77.187:30258-23.33.167.98:443/TCP,192.168.77.187,23.33.167.98,30258,443,TCP,1.2443,35,14620,28.1272,11749.22,417.72,216.58,0.036598,0.00229,1.0,1,15,0,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
110.59.107.186:5158-172.20.82.165:0/TCP,110.59.107.186,172.20.82.165,5158,0,TCP,5.7691,10,3315,1.7334,574.69,331.55,10.0,0.641015,0.197549,0.0754,3,0,1,1,0.3811,0.0717,0.1477,0.123,2,1,1,1.0,0.0,0.0,UNKNOWN_ATTACK
10.152.236.158:8748-152.43.68.81:53/UDP,10.152.236.158,152.43.68.81,8748,53,UDP,0.0385,2,120,51.9946,3127.69,60.15,28.87,0.038466,0.011677,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
161.235.145.182:3360-10.211.56.1:443/TCP,161.235.145.182,10.211.56.1,3360,443,TCP,7.3908,72,16653,9.7419,2253.25,231.3,34.02,0.104095,0.25804,0.3678,10,21,1,0,0.1519,0.3,0.02,0.01,5,1,1,1.0,0.0,0.0,STEALTH_ATTACK
153.44.170.33:8059-172.23.86.131:1900/UDP,153.44.170.33,172.23.86.131,8059,1900,UDP,3.9347,1796,2645070,456.4496,672239.05,1472.76,44.57,0.002192,4.1e-05,0.0757,0,0,0,0,0.0,0.0,0.0,0.0,12,1,1,0.0,1.0,0.0,DDoS
192.168.132.27:23469-126.103.254.106:1935/TCP,192.168.132.27,126.103.254.106,23469,1935,TCP,67.3989,335,483399,4.9704,7172.22,1442.98,51.11,0.201793,0.060265,0.0885,1,184,1,0,0.005,0.55,0.005,0.0,0,1,1,1.0,0.0,0.0,BENIGN
150.189.162.39:16718-172.19.92.97:443/TCP,150.189.162.39,172.19.92.97,16718,443,TCP,5.0,50,11750,10.0,2350.2,235.02,61.92,0.102041,0.178755,0.6587,24,10,1,1,0.4903,0.2,0.02,0.02,9,1,1,1.0,0.0,0.0,DDoS
172.20.199.82:62821-93.54.46.2:21/TCP,172.20.199.82,93.54.46.2,62821,21,TCP,12.3497,49,71067,3.9677,5754.61,1450.36,58.56,0.257285,0.068485,0.1009,0,29,0,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
193.40.124.176:13471-10.109.18.47:53/UDP,193.40.124.176,10.109.18.47,13471,53,UDP,3.9555,3400,5085245,859.5544,1285601.57,1495.66,0.0,0.001164,0.000238,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9,1,1,0.0,1.0,0.0,DDoS
215.14.210.43:51841-172.16.14.223:80/TCP,215.14.210.43,172.16.14.223,51841,80,TCP,7.4109,592,43590,79.9,5881.98,73.63,2.67,0.01254,0.004535,0.0905,85,236,11,0,0.1445,0.4,0.02,0.0,1,1,1,1.0,0.0,0.0,DDoS
172.24.38.6:9464-17.101.227.208:443/TCP,172.24.38.6,17.101.227.208,9464,443,TCP,0.8808,16,2447,18.1661,2779.2,152.99,150.73,0.058717,0.02715,1.0,0,8,0,0,0.05,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,BENIGN
10.181.222.209:27321-217.61.104.95:1935/TCP,10.181.222.209,217.61.104.95,27321,1935,TCP,96.6978,413,395527,4.271,4090.35,957.69,151.09,0.234703,0.09078,0.3944,2,227,2,0,0.005,0.55,0.005,0.0,0,1,1,1.0,0.0,0.0,BENIGN
192.168.228.193:47001-122.28.196.148:53/UDP,192.168.228.193,122.28.196.148,47001,53,UDP,0.01,2,115,200.0,11527.44,57.64,10.83,0.01,0.001485,0.4698,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
37.73.248.244:51695-192.168.64.45:443/TCP,37.73.248.244,192.168.64.45,51695,443,TCP,19.932,323,31314,16.2051,1571.06,96.95,296.89,0.061901,0.087025,1.0,48,86,15,47,0.15,0.2675,0.0488,0.1474,6,7,1,1.0,0.0,0.0,HYBRID_ATTACK
172.24.104.10:56139-25.199.168.161:443/TCP,172.24.104.10,25.199.168.161,56139,443,TCP,1.4455,5,320,3.459,221.38,64.0,122.73,0.361378,0.092036,1.0,0,2,0,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
205.119.86.204:3182-10.129.210.217:8080/TCP,205.119.86.204,10.129.210.217,3182,8080,TCP,3.266,93,66174,28.4754,20261.71,711.55,275.24,0.0355,0.029234,0.9671,6,33,2,2,0.0685,0.3596,0.024,0.0286,4,1,1,1.0,0.0,0.0,HYBRID_ATTACK
128.23.47.45:30341-10.102.86.198:123/UDP,128.23.47.45,10.102.86.198,30341,123,UDP,4.3957,4035,1055897,917.9451,240212.13,261.68,41.08,0.00109,4.8e-05,0.3925,0,0,0,0,0.0,0.0,0.0,0.0,6,2,1,0.0,1.0,0.0,DDoS
93.227.235.239:13292-10.46.64.160:0/ARP,93.227.235.239,10.46.64.160,13292,0,ARP,16.4588,103,3651,6.258,221.86,35.45,0.14,0.161361,0.101614,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,MITM
192.168.5.152:55267-175.170.17.106:80/TCP,192.168.5.152,175.170.17.106,55267,80,TCP,1.0,120,172845,120.0,172845.21,1440.38,38.34,0.008403,0.004204,0.0666,1,72,1,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
172.26.210.149:44661-88.167.248.152:21/TCP,172.26.210.149,88.167.248.152,44661,21,TCP,12.4849,207,293853,16.58,23536.69,1419.58,68.27,0.060606,0.007286,0.1202,2,124,2,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
192.168.39.111:51870-163.207.1.220:8080/TCP,192.168.39.111,163.207.1.220,51870,8080,TCP,0.7396,18,9424,25.554165,12742.33,523.57,102.57,0.043506,0.016759,0.4898,0,8,0,0,0.03973437180319669,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
172.29.81.225:22452-175.182.8.136:1935/UDP,172.29.81.225,175.182.8.136,22452,1935,UDP,95.9644,834,868112,8.6907,9046.19,1040.9,72.53,0.115203,0.02111,0.1742,4,458,4,0,0.005,0.55,0.005,0.0,0,1,1,0.0,1.0,0.0,BENIGN
145.59.251.101:60324-10.85.222.39:22/TCP,145.59.251.101,10.85.222.39,60324,22,TCP,275.3405,41,11933,0.1489,43.34,291.07,95.03,6.883512,1.978083,0.8162,1,10,0,0,0.0269,0.2442,0.0178,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
107.143.91.114:39359-10.2.225.2:11211/UDP,107.143.91.114,10.2.225.2,39359,11211,UDP,6.1887,2152,3228000,347.7313,521597.01,1500.0,25.06,0.002877,0.000424,0.0418,0,0,0,0,0.0,0.0,0.0,0.0,14,1,1,0.0,1.0,0.0,DDoS
172.18.180.143:6136-214.124.105.178:443/TCP,172.18.180.143,214.124.105.178,6136,443,TCP,6.463,345,487084,53.3811,75365.57,1411.84,73.21,0.018788,0.007591,0.1296,3,207,3,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
149.230.175.252:45987-172.25.125.47:53/UDP,149.230.175.252,172.25.125.47,45987,53,UDP,160.0383,41,2667,0.2562,16.67,65.07,0.16,4.000956,2.406931,0.0,2,0,0,0,0.0631,0.0,0.0117,0.0,0,1,1,0.0,1.0,0.0,STEALTH_ATTACK
10.231.92.196:20714-46.181.227.185:554/UDP,10.231.92.196,46.181.227.185,20714,554,UDP,37.0339,522,521243,14.0952,14074.77,998.55,158.23,0.071082,0.027206,0.3961,2,287,2,0,0.005,0.55,0.005,0.0,0,1,1,0.0,1.0,0.0,BENIGN
82.3.155.74:49832-192.168.164.204:80/TCP,82.3.155.74,192.168.164.204,49832,80,TCP,1.0,53,29217,53.0,29217.49,551.27,374.11,0.019231,0.020253,1.0,4,18,2,4,0.08,0.35,0.05,0.08,0,1,1,1.0,0.0,0.0,MITM
174.126.110.179:8704-192.168.196.6:80/TCP,174.126.110.179,192.168.196.6,8704,80,TCP,39.8013,2,170,0.0502,4.29,85.39,23.88,39.801327,24.222052,0.6991,0,0,0,0,0.1829,0.2,0.01,0.0,0,1,1,1.0,0.0,0.0,DDoS
85.157.176.7:24494-172.20.252.164:80/TCP,85.157.176.7,172.20.252.164,24494,80,TCP,11.1584,1601,114998,143.4788,10305.95,71.83,3.01,0.006974,0.000264,0.1046,1325,80,0,0,0.8281,0.05,0.0,0.0,3,4,1,1.0,0.0,0.0,DDoS
192.168.24.252:27060-42.34.134.6:5000/TCP,192.168.24.252,42.34.134.6,27060,5000,TCP,0.5835,6,2749,10.2835,4712.71,458.28,184.96,0.116692,0.047956,1.0,0,3,0,0,0.05,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,BENIGN
10.213.226.215:33489-46.18.203.202:53/UDP,10.213.226.215,46.18.203.202,33489,53,UDP,0.0686,2,257,29.1346,3753.79,128.84,21.63,0.068647,0.019065,0.4196,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
81.207.25.37:54029-10.86.78.226:53/UDP,81.207.25.37,10.86.78.226,54029,53,UDP,18.4832,190,122981,10.2796,6653.71,647.27,168.45,0.097795,0.128201,0.6506,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,MITM
10.191.13.212:59935-168.0.39.28:8080/TCP,10.191.13.212,168.0.39.28,59935,8080,TCP,0.3726,14,6519,37.5719,17497.36,465.7,101.89,0.028663,0.007333,0.547,0,7,0,0,0.05,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,BENIGN
192.168.123.114:55533-44.2.139.174:80/TCP,192.168.123.114,44.2.139.174,55533,80,TCP,14.7267,90,125020,6.1114,8489.39,1389.12,34.53,0.165468,0.04936,0.0621,0,54,0,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
192.168.57.195:35084-81.63.238.29:443/TCP,192.168.57.195,81.63.238.29,35084,443,TCP,1.1402,37,31626,32.4494,27736.49,854.76,149.49,0.031673,0.011012,0.4372,1,16,0,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
109.144.121.72:29961-192.168.65.8:123/UDP,109.144.121.72,192.168.65.8,29961,123,UDP,73.53,42,2040,0.5712,27.75,48.58,1.15,1.793414,0.626137,0.0591,2,0,0,0,0.0646,0.0,0.014,0.0,0,1,1,0.0,1.0,0.0,STEALTH_ATTACK
103.110.129.238:52332-192.168.49.196:8080/UDP,103.110.129.238,192.168.49.196,52332,8080,UDP,9.9017,110,46799,11.1092,4726.36,425.45,60.76,0.090842,0.001993,0.3571,5,44,2,1,0.05,0.4,0.02,0.01,3,1,1,0.0,1.0,0.0,UNKNOWN_ATTACK
10.254.57.45:63914-66.90.108.61:80/TCP,10.254.57.45,66.90.108.61,63914,80,TCP,6.3453,289,423814,47.82309,66792.22,1466.49,59.14,0.022032,0.006358,0.1008,12,173,2,0,0.042457710127050755,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
180.203.164.39:3483-10.12.189.154:80/TCP,180.203.164.39,10.12.189.154,3483,80,TCP,10.7491,666,168370,61.9589,15663.71,252.81,277.7,0.016164,0.012298,1.0,149,194,47,80,0.2238,0.292,0.071,0.1209,3,6,1,1.0,0.0,0.0,HYBRID_ATTACK
96.254.216.170:40567-10.161.126.72:443/TCP,96.254.216.170,10.161.126.72,40567,443,TCP,53.7682,336,470400,6.249,8748.66,1400.0,3.3,0.160502,0.029615,0.0059,20,134,6,3,0.0607,0.4,0.02,0.01,0,1,1,1.0,0.0,0.0,AI_ATTACK
87.6.248.214:9406-172.27.25.41:80/TCP,87.6.248.214,172.27.25.41,9406,80,TCP,7.9925,60,46208,7.507,5781.43,770.14,222.76,0.135466,0.081305,0.7231,15,8,11,10,0.2542,0.1461,0.189,0.167,0,1,1,1.0,0.0,0.0,UNKNOWN_ATTACK
